site,area,recording_area,lat,long,offshore,region,subregion
Flaggy Shore,,County Clare,53.158,-9.089,,Ireland,Republic of Ireland
Flamborough Head,,Yorkshire,54.116,-0.099,,England,North East
Flamborough Head/Bempton Cliffs/Speeton,,Yorkshire,54.144,-0.188,,England,North East
Flat Holm,,East Glamorgan,51.378,-3.121,,Wales,South Wales
Fleck,Mainland,Shetland,59.911,-1.300,1,Scotland,Shetland
Fleckney,,Leicestershire & Rutland,52.537,-1.045,,England,East Midlands
Fleet Pond,,Hampshire,51.289,-0.825,,England,South East
Fleetwood,,Lancashire & North Merseyside,53.919,-3.041,,England,North West
Fleggburgh,,Norfolk,52.669,1.617,,England,East Anglia
Flitcham,,Norfolk,52.809,0.561,,England,East Anglia
Flotta Oil Terminal,,Orkney,58.840,-3.124,1,Scotland,
Fluke Hall,,Orkney,53.940,-2.925,1,Scotland,
Fobbing Marshes,,Essex,51.534,0.495,,England,East Anglia
Foel Fras,,Caernarfonshire,53.195,-3.952,,Wales,North Wales
Folkestone,,Kent,51.080,1.165,,England,South East
Fordingbridge,,Hampshire,50.928,-1.790,,England,South East
Fordwich,,Kent,51.295,1.124,,England,South East
Foreland,,Isle of Wight,50.683,-1.100,1,England,South East
Foreland Point,,Devon,51.245,-3.786,,England,South West
Foremark Reservoir,,Derbyshire,52.811,-1.509,,England,East Midlands
Foreness,,Kent,51.394,1.425,,England,South East
Forest Green,,Lancashire & North Merseyside,53.796,-2.692,,England,North West
Forest of Ae,,Dumfries & Galloway,55.261,-3.581,,Scotland,South West Scotland
Forest of Birse,,North-east Scotland,57.006,-2.764,,Scotland,North East Scotland
Forfar Loch,,Angus & Dundee,56.643,-2.912,,Scotland,North East Scotland
Formby Point,,Lancashire & North Merseyside,53.562,-3.102,,England,North West
Forsinard,,Highland,58.367,-3.895,,Scotland,Scottish Highlands
Fort William,,Highland,56.822,-5.104,,Scotland,Scottish Highlands
Forties Bravo Platform,,At sea,57.717,1.017,1,,
Forties Delta Oil Installation,,At sea,57.717,0.900,1,,
Forton Lake,,Hampshire,50.805,-1.124,,England,South East
Forvie,,North-east Scotland,57.351,-1.945,,Scotland,North East Scotland
Foryd Bay,,Caernarfonshire,53.109,-4.319,,Wales,North Wales
Foula,,Shetland,60.139,-2.077,1,Scotland,Shetland
Foulness,,Essex,51.601,0.893,,England,East Anglia
Foulney Island,,Cumbria,54.066,-3.158,,England,North West
Foulridge Reservoir,,Lancashire & North Merseyside,53.868,-2.162,,England,North West
Four Lanes End,St Mary's,Isles of Scilly,49.921,-6.301,1,England,South West
Foveran,,North-east Scotland,57.309,-2.016,,Scotland,North East Scotland
Fowl Mere,,Norfolk,52.472,0.765,,England,East Anglia
Foxcote Reservoir,,Buckinghamshire,52.022,-0.964,,England,Home Counties
Foxford,,County Mayo,53.981,-9.113,,Ireland,Republic of Ireland
Foxhall Heath,,Suffolk,52.054,1.228,,England,East Anglia
Foxrock,,County Dublin,53.267,-6.184,,Ireland,Republic of Ireland
Foxton Bends,,Northumberland,55.400,-1.595,,England,North East
Fraggle Rock,Bryher,Isles of Scilly,49.957,-6.351,1,England,South West
Fraisthorpe,,Yorkshire,54.036,-0.238,,England,North East
Frakkafield,Mainland,Shetland,60.161,-1.225,1,Scotland,Shetland
Frampton Marsh,,Lincolnshire,52.930,0.028,,England,
Frampton Marsh/Boston,,Lincolnshire,52.953,0.004,,England,
Frampton Marsh/Freiston Shore,,Lincolnshire,52.946,0.054,,England,
Frampton Marsh/Huttoft Bank,,Lincolnshire,53.111,0.165,,England,
Frampton-on-Severn,,Gloucestershire,51.764,-2.361,,England,Severn Valley
Frankby,,Cheshire & Wirral,53.373,-3.136,,England,North West
Fraserburgh,,North-east Scotland,57.693,-2.004,,Scotland,North East Scotland
Freckleton,,Lancashire & North Merseyside,53.746,-2.866,,England,North West
Freester,Mainland,Shetland,60.261,-1.180,1,Scotland,Shetland
Freiston Shore,,Lincolnshire,52.962,0.080,,England,
Fremington,,Devon,51.077,-4.123,,England,South West
Fremington/Yelland/Isley Marsh,,Devon,51.073,-4.151,,England,South West
Frenchman's Rocks,Islay,Argyll,55.700,-6.533,1,Scotland,Hebrides
Frenchport Pier,Mullet Peninsula,County Mayo,54.240,-10.082,,Ireland,Republic of Ireland
Frensham,,Surrey,51.162,-0.787,,England,South East
Freshwater,,Isle of Wight,50.682,-1.523,1,England,South East
Freshwater West,,Pembrokeshire,51.661,-5.062,,Wales,South Wales
Freswick,,Caithness,58.590,-3.085,,Scotland,Scottish Highlands
Frinton-on-Sea,,Essex,51.829,1.248,,England,East Anglia
Friskney,,Lincolnshire,53.064,0.204,,England,
Friston Forest,,Sussex,50.775,0.182,,England,South East
Frith End,,Lincolnshire,51.152,-0.846,,England,
Fritton,,Suffolk,52.544,1.641,,England,East Anglia
Frobost,South Uist,Outer Hebrides,57.202,-7.385,1,Scotland,Hebrides
Frobost/Boisdale,South Uist,Outer Hebrides,57.170,-7.387,1,Scotland,Hebrides
Frocester,,Gloucestershire,51.727,-2.312,,England,Severn Valley
Frodsham,,Cheshire & Wirral,53.294,-2.716,,England,North West
From ferry between Kennacraig and Islay,,Argyll,55.757,-5.732,,Scotland,Central Belt
From MV Hondius 3km S of Fair Isle,,Fair Isle,59.485,-1.638,1,Scotland,Shetland
From MV Hondius 3km S of Fair Isle/Chalet,,Fair Isle,59.506,-1.636,1,Scotland,Shetland
Frostenden,,Suffolk,52.378,1.641,,England,East Anglia
Frosterley,,Durham,54.727,-1.965,,England,North East
Fruit Cage,St Agnes,Isles of Scilly,49.893,-6.348,1,England,South West
Fulbeck,,Lincolnshire,53.041,-0.586,,England,
Fulwell,,Durham,54.930,-1.380,,England,North East
Funzie,Fetlar,Shetland,60.589,-0.794,1,Scotland,Shetland
"Furnace Pond, Epsom",,Surrey,51.334,-0.301,,England,South East
Furse,,Fair Isle,59.540,-1.613,1,Scotland,Shetland
Furze Heath,,Norfolk,52.528,0.693,,England,East Anglia
Furzy Lawn,,Hampshire,50.886,-1.583,,England,South East
Furzybrow,,Hampshire,50.849,-1.494,,England,South East
Fylingthorpe,,Yorkshire,54.432,-0.548,,England,North East
Gaila,,Fair Isle,59.516,-1.642,1,Scotland,Shetland
Gailey Reservoir,,Staffordshire,52.690,-2.094,,England,West Midlands
Gairdins,Mainland,Shetland,60.211,-1.376,1,Scotland,Shetland
Gaitnip,Mainland,Orkney,58.946,-2.968,1,Scotland,
Gallan Head,Lewis,Outer Hebrides,58.243,-7.029,1,Scotland,Hebrides
Galley Head,,County Cork,51.532,-8.954,,Ireland,Republic of Ireland
Gallow Hill,Fetlar,Shetland,60.594,-0.913,1,Scotland,Shetland
Galtrigill,Skye,Highland,57.492,-6.703,,Scotland,Scottish Highlands
Galway,,County Galway,53.272,-9.051,,Ireland,Republic of Ireland
Gammon Head,,Devon,50.208,-3.731,,England,South West
Gann Estuary,,Pembrokeshire,51.720,-5.167,,Wales,South Wales
Gannel Estuary,,Cornwall,50.407,-5.098,,England,South West
Gannel Estuary/Cubert,,Cornwall,50.393,-5.107,,England,South West
Gansey,,Isle of Man,54.079,-4.733,1,,
Gardie House,Bressay,Shetland,60.161,-1.124,1,Scotland,Shetland
Garinish,West Beara,County Cork,51.610,-10.131,,Ireland,Republic of Ireland
Garmouth,,Moray & Nairn,57.663,-3.109,,Scotland,North East Scotland
Garnock Floods,,Ayrshire,55.632,-4.701,,Scotland,South West Scotland
Garrabost,Lewis,Outer Hebrides,58.218,-6.246,1,Scotland,Hebrides
Garretstown,,County Cork,51.644,-8.581,,Ireland,Republic of Ireland
Garrison,St Mary's,Isles of Scilly,49.912,-6.322,1,England,South West
Garrison (Ireland),,County Fermanagh,54.417,-8.090,,Ireland,Northern Ireland
Garrison/Airport/Lower Moors,St Mary's,Isles of Scilly,49.914,-6.305,1,England,South West
Garron Point,,County Antrim,55.048,-5.966,,Ireland,Northern Ireland
Garry Beach,Lewis,Outer Hebrides,58.367,-6.216,1,Scotland,Hebrides
Garrygall,Barra,Outer Hebrides,56.956,-7.474,1,Scotland,Hebrides
Garrygall/Craigston,Barra,Outer Hebrides,56.971,-7.489,1,Scotland,Hebrides
Garrynahine,Lewis,Outer Hebrides,58.188,-6.701,1,Scotland,Hebrides
Garrynamonie,South Uist,Outer Hebrides,57.124,-7.360,1,Scotland,Hebrides
Garryvoe,,County Cork,51.872,-8.016,,Ireland,Republic of Ireland
Gartbreck,Islay,Argyll,55.740,-6.332,1,Scotland,Hebrides
Gartbreck/Bruichladdich,Islay,Argyll,55.753,-6.347,1,Scotland,Hebrides
Garth's Loch,Mainland,Shetland,60.685,-1.005,1,Scotland,Shetland
Garths Ness,Mainland,Shetland,59.884,-1.350,1,Scotland,Shetland
Garths Voe,Mainland,Shetland,60.450,-1.266,1,Scotland,Shetland
Gasker,Harris,Outer Hebrides,57.982,-7.289,1,Scotland,Hebrides
Gateley,,Norfolk,52.778,0.908,,England,East Anglia
Gateley/Great Ryburgh/Sennowe Park,,Norfolk,52.792,0.923,,England,East Anglia
Gatton Waters,,Norfolk,52.799,0.526,,England,East Anglia
Gatwick Airport,,Surrey,51.152,-0.187,,England,South East
Gayton Thorpe,,Norfolk,52.736,0.583,,England,East Anglia
Gazeley,,Suffolk,52.248,0.518,,England,East Anglia
Gellybank,,Perth & Kinross,56.185,-3.413,,Scotland,Scottish Highlands
Geosetter,Mainland,Shetland,59.964,-1.321,1,Scotland,Shetland
Gerinish,South Uist,Outer Hebrides,57.352,-7.371,1,Scotland,Hebrides
Gerinish/Drimsdale,South Uist,Outer Hebrides,57.332,-7.379,1,Scotland,Hebrides
Gerrans Bay,,Cornwall,50.245,-4.942,,England,South West
Giant's Castle,St Mary's,Isles of Scilly,49.912,-6.285,1,England,South West
Giant's Causeway,,County Antrim,55.241,-6.512,,Ireland,Northern Ireland
Gibraltar Point,,Lincolnshire,53.104,0.337,,England,
Gibraltar Point (Ireland),,County Sligo,54.282,-8.508,,Ireland,Republic of Ireland
Giles Quay,,County Louth,53.987,-6.239,,Ireland,Republic of Ireland
Gilkicker Point,,Hampshire,50.774,-1.140,,England,South East
Gill's Lap,,Sussex,51.069,0.091,,England,South East
Gillies Geo,,Fair Isle,59.526,-1.642,1,Scotland,Shetland
Gillingham,,Kent,51.388,0.551,,England,South East
Gillingshill Reservoir,,Fife,56.248,-2.793,1,Scotland,South East Scotland
Gilsetter,,Fair Isle,59.532,-1.623,1,Scotland,Shetland
Gilston,,Moray & Nairn,57.679,-3.337,,Scotland,North East Scotland
Gimble Porth,Tresco,Isles of Scilly,49.963,-6.340,1,England,South West
Gimingham,,Norfolk,52.882,1.398,,England,East Anglia
Girdle Ness,,North-east Scotland,57.139,-2.050,,Scotland,North East Scotland
Girling Reservoir,,Essex,51.629,-0.026,,England,East Anglia
Girling Reservoir/Ponders End Lake,,Essex,51.632,-0.029,,England,East Anglia
Girtford Gravel Pits,,Bedfordshire,52.138,-0.309,,England,Home Counties
Girton Gravel Pits,,Nottinghamshire,53.195,-0.770,,England,East Midlands
Girvan,,Ayrshire,55.243,-4.860,,Scotland,South West Scotland
Gladhouse Reservoir,,Lothian,55.769,-3.121,,Scotland,South East Scotland
Glan Conwy,,Caernarfonshire,53.269,-3.798,,Wales,North Wales
Glandyfi,,Ceredigion,52.435,-3.921,,Wales,South Wales
Glarryford Bog,,County Antrim,54.953,-6.355,,Ireland,Northern Ireland
Glas Maol,,Angus & Dundee,56.873,-3.368,,Scotland,North East Scotland
Glasagh Bay,,County Donegal,55.111,-8.315,,Ireland,Republic of Ireland
Glascoe Dubh,,Isle of Man,54.362,-4.391,1,,
Glasfynydd Forest,,Carmarthenshire,51.939,-3.713,,Wales,South Wales
Glasnakille,Skye,Highland,57.142,-6.071,,Scotland,Scottish Highlands
Glen,Barra,Outer Hebrides,56.956,-7.478,1,Scotland,Hebrides
Glen Affric,,Highland,57.306,-4.864,,Scotland,Scottish Highlands
Glen Aros,Mull,Argyll,56.533,-5.977,1,Scotland,Hebrides
Glen Esk,,Angus & Dundee,56.883,-2.733,,Scotland,North East Scotland
Glen Moss,,Clyde,55.889,-4.609,,Scotland,Central Belt
Glen Tanar,,North-east Scotland,57.055,-2.843,,Scotland,North East Scotland
Glen/Brevig/Creachan,Barra,Outer Hebrides,56.960,-7.459,1,Scotland,Hebrides
Glenbeg,,Highland,56.692,-5.940,,Scotland,Scottish Highlands
Glenbeigh,,County Kerry,52.056,-9.940,,Ireland,Republic of Ireland
Glenborrodale,,Highland,56.680,-5.905,,Scotland,Scottish Highlands
Glencapie,,Dumfries & Galloway,55.003,-3.573,,Scotland,South West Scotland
Glencoe,,Highland,56.684,-5.103,,Scotland,Scottish Highlands
Glenegedale,Islay,Argyll,55.685,-6.250,1,Scotland,Hebrides
Glengarriff,,County Cork,51.750,-9.552,,Ireland,Republic of Ireland
Gleninagh Mountains,,County Clare,53.130,-9.227,,Ireland,Republic of Ireland
Gleninagh Mountains/Cappanawalla Hill,,County Clare,53.126,-9.213,,Ireland,Republic of Ireland
Glenlara,,County Mayo,54.278,-9.987,,Ireland,Republic of Ireland
Glenmore Forest Park,,Highland,57.166,-3.696,,Scotland,Scottish Highlands
Glentig,,Ayrshire,55.105,-4.930,,Scotland,South West Scotland
Glentig/Dunnackburn,,Ayrshire,55.092,-4.919,,Scotland,South West Scotland
Gletness,Mainland,Shetland,60.244,-1.156,1,Scotland,Shetland
Glims Holm,,Orkney,58.876,-2.916,1,Scotland,
Glosh,Mullet Peninsula,County Mayo,54.108,-10.121,,Ireland,Republic of Ireland
Gloup,Yell,Shetland,60.721,-1.074,1,Scotland,Shetland
Glyndebourne,,Sussex,50.878,0.061,,England,South East
Glyne Gap,,Sussex,50.843,0.505,,England,South East
Goat Island (Ireland),,County Tipperary,52.998,-8.299,,Ireland,Republic of Ireland
Goat Island (Lewis),Lewis,Outer Hebrides,58.203,-6.382,1,Scotland,Hebrides
Godrergraig,,Gower,51.750,-3.804,,Wales,South Wales
Godrevy,,Cornwall,50.235,-5.393,,England,South West
Godshill,,Hampshire,50.931,-1.753,,England,South East
Goldcliff Pools,,Gwent,51.537,-2.913,,Wales,South Wales
Golf Course,St Mary's,Isles of Scilly,49.928,-6.308,1,England,South West
Golspie,,Highland,57.934,-3.976,,Scotland,Scottish Highlands
Goodwick Moor,,Pembrokeshire,51.998,-4.992,,Wales,South Wales
Goonhavern,,Cornwall,50.342,-5.109,,England,South West
Goonhilly Downs,Lizard,Cornwall,50.029,-5.176,,England,South West
Gorebridge,,Lothian,55.836,-3.046,,Scotland,South East Scotland
Gorie,Bressay,Shetland,60.142,-1.078,1,Scotland,Shetland
Goring Gap,,Sussex,50.807,-0.415,,England,South East
Goring-by-Sea,,Sussex,50.806,-0.421,,England,South East
Gorleston,,Norfolk,52.572,1.732,,England,East Anglia
Gorleston/Great Yarmouth,,Norfolk,52.589,1.734,,England,East Anglia
Gormanstown,,County Meath,53.635,-6.234,,Ireland,Republic of Ireland
Gort nag Capall,Inishmore,County Galway,53.123,-9.741,1,Ireland,Republic of Ireland
Gort nag Capall/Kilmurvey,Inishmore,County Galway,53.127,-9.745,1,Ireland,Republic of Ireland
Gosberton Cheal,,Lincolnshire,52.868,-0.160,,England,
Gosford Bay,,Lothian,55.997,-2.889,,Scotland,South East Scotland
Gosforth,,Northumberland,55.023,-1.595,,England,North East
Gosport,,Hampshire,50.814,-1.136,,England,South East
Gosport/Hill Head/Normandy Marsh/Fareham,,Hampshire,50.816,-1.274,,England,South East
Goswick,,Northumberland,55.705,-1.910,,England,North East
Gott,Mainland,Shetland,60.197,-1.222,1,Scotland,Shetland
Gott Bay,Tiree,Argyll,56.525,-6.798,1,Scotland,Hebrides
Gott Bay/Clachan,Tiree,Argyll,56.525,-6.852,1,Scotland,Hebrides
Gott Bay/Vaul Bay,Tiree,Argyll,56.530,-6.800,1,Scotland,Hebrides
Goudhurst,,Kent,51.114,0.459,,England,South East
Gouthwaite Reservoir,,Yorkshire,54.120,-1.804,,England,North East
Gowerton,,Gower,51.651,-4.046,,Wales,South Wales
Goxhill Haven,,Lincolnshire,53.714,-0.300,,England,
Grabhair,Lewis,Outer Hebrides,58.050,-6.441,1,Scotland,Hebrides
Graemeshall,Mainland,Orkney,58.899,-2.891,1,Scotland,
Graemsay,,Orkney,58.929,-3.287,1,Scotland,
Grafham Water,,Cambridgeshire,52.299,-0.312,,England,East Anglia
Grainthorpe,,Lincolnshire,53.455,0.077,,England,
Grainthorpe/Tetney/Donna Nook,,Lincolnshire,53.481,0.093,,England,
Gramborough Hill,,Norfolk,52.954,1.104,,England,East Anglia
Gramsdale,Benbecula,Outer Hebrides,57.479,-7.312,1,Scotland,Hebrides
Gramsdale/Market Stance,Benbecula,Outer Hebrides,57.469,-7.321,1,Scotland,Hebrides
Grange,,North-east Scotland,57.548,-2.827,,Scotland,North East Scotland
Granton Harbour,,Lothian,55.988,-3.221,,Scotland,South East Scotland
Granville Country Park,,Shropshire,52.710,-2.417,,England,Severn Valley
Grassholm,,Pembrokeshire,51.731,-5.480,1,Wales,South Wales
Graveley (Cambs),,Cambridgeshire,52.260,-0.172,,England,East Anglia
Graveley (Herts),,Hertfordshire,51.937,-0.211,,England,Home Counties
Graveney,,Kent,51.328,0.947,,England,South East
Graveney/Nagden Marshes,,Kent,51.330,0.931,,England,South East
Gravesend,,Kent,51.443,0.370,,England,South East
Great Altcar,,Lancashire & North Merseyside,53.550,-3.019,,England,North West
Great Bay,St Martin's,Isles of Scilly,49.967,-6.289,1,England,South West
Great Blasket Island,,County Kerry,52.092,-10.541,,Ireland,Republic of Ireland
Great Blasket Island/Brandon Point,,County Kerry,52.190,-10.351,,Ireland,Republic of Ireland
Great Cowden,,Yorkshire,53.865,-0.133,,England,North East
Great Cressingham,,Norfolk,52.582,0.731,,England,East Anglia
Great Henny,,Suffolk,52.006,0.715,,England,East Anglia
Great Holland,,Essex,51.831,1.210,,England,East Anglia
Great Island,,County Cork,51.869,-8.273,,Ireland,Republic of Ireland
Great Livermere,,Suffolk,52.309,0.763,,England,East Anglia
Great Livermere/Troston,,Suffolk,52.312,0.773,,England,East Anglia
Great Orme,,Caernarfonshire,53.333,-3.852,,Wales,North Wales
Great Pool,Tresco,Isles of Scilly,49.951,-6.331,1,England,South West
Great Pool/Abbey Pool,Tresco,Isles of Scilly,49.949,-6.329,1,England,South West
Great Pool/Airfield,Various islands,Isles of Scilly,49.932,-6.311,1,England,South West
Great Pool/Borough Farm,Tresco,Isles of Scilly,49.953,-6.329,1,England,South West
Great Pool/Porth Hellick/Newford Duckpond/Bryher,Various islands,Isles of Scilly,49.943,-6.328,1,England,South West
Great Pool/St Mary's,Various islands,Isles of Scilly,49.935,-6.316,1,England,South West
Great Porth,Tresco,Isles of Scilly,49.948,-6.357,1,England,South West
Great Ryburgh,,Norfolk,52.808,0.906,,England,East Anglia
Great Saltee Island,,County Wexford,52.117,-6.617,,Ireland,Republic of Ireland
Great Skellig Rock,,County Kerry,51.771,-10.541,,Ireland,Republic of Ireland
Great Snoring,,Norfolk,52.873,0.892,,England,East Anglia
Great Tew,,Oxfordshire,51.957,-1.423,,England,Home Counties
Great Wakering,,Essex,51.552,0.811,,England,East Anglia
Great Yarmouth,,Norfolk,52.606,1.737,,England,East Anglia
Great Yeldham,,Essex,52.017,0.564,,England,East Anglia
Greatham Creek,,Cleveland,54.623,-1.215,,England,North East
Greatham Creek/Greenabella Marsh,,Cleveland,54.625,-1.209,,England,North East
Greatham Creek/Reclamation Pond,,Cleveland,54.613,-1.205,,England,North East
Greatham Creek/Seal Sands,,Cleveland,54.622,-1.201,,England,North East
Greatham Creek/Seal Sands/Greenabella Marsh,,Cleveland,54.624,-1.201,,England,North East
Green Bay,Bryher,Isles of Scilly,49.950,-6.352,1,England,South West
Green Farm,St Mary's,Isles of Scilly,49.929,-6.288,1,England,South West
Green Island,,Isles of Scilly,49.931,-6.344,1,England,South West
Green Island/Skirt Island,,Isles of Scilly,49.938,-6.332,1,England,South West
Greenabella Marsh,,Cleveland,54.626,-1.202,,England,North East
Greenabella Marsh/Hargreaves Quarry/Long Drag,,Cleveland,54.615,-1.202,,England,North East
Greencastle Point,,County Down,54.041,-6.103,,Ireland,Northern Ireland
Greenfield,,Greater Manchester,53.533,-1.998,,England,North West
Greenhill,Tiree,Argyll,56.490,-6.975,1,Scotland,Hebrides
Greenisland,,County Antrim,54.962,-5.863,,Ireland,Northern Ireland
Greenisland/Carrickfergus,,County Antrim,54.839,-5.836,,Ireland,Northern Ireland
Greenore Point,,County Wexford,52.241,-6.314,,Ireland,Republic of Ireland
Greenside,,Durham,54.955,-1.782,,England,North East
Greeny Hill,Mainland,Orkney,59.093,-3.224,1,Scotland,
Greian Head,Barra,Outer Hebrides,57.013,-7.526,1,Scotland,Hebrides
Gremista,Mainland,Shetland,60.174,-1.164,1,Scotland,Shetland
Gremister,Yell,Shetland,60.620,-1.148,1,Scotland,Shetland
